time (UTC),hex,callsign,latitude,longitude,Altitude (ft AMSL),squawk,Ground speed (kts),track,Vertical speed (fpm)
2018-10-28 23:26:49Z.666,0x8a0711,LNI610,-6.10365,106.79691,5075,1742,318,7,128
2018-10-28 23:26:50Z.131,0x8a0711,LNI610  ,-6.10291,106.79707,5100,1742,319,8,-64
2018-10-28 23:26:50Z.250,0x8a0711,LNI610,-6.10524,106.7967,5075,1742,318,7,256
2018-10-28 23:26:50Z.668,0x8a0711,LNI610,-6.1013,106.79735,5100,1742,319,8,-320
2018-10-28 23:26:51Z.136,0x8a0711,LNI610,-6.10071,106.79745,5075,1742,318,9,-448
2018-10-28 23:26:53Z.924,0x8a0711,LNI610,-6.09668,106.79847,4950,1742,319,12,-256
2018-10-28 23:26:54Z.934,0x8a0711,LNI610,-6.09668,106.79847,4950,1742,318,9,-576
2018-10-28 23:26:55Z.176,0x8a0711,LNI610  ,-6.09583,106.79871,4975,1742,320,13,0
2018-10-28 23:26:56Z.184,0x8a0711,LNI610,-6.09668,106.79847,4950,1742,319,12,-256
2018-10-28 23:26:56Z.258,0x8a0711,LNI610,-6.09343,106.79945,5025,1742,320,15,512
2018-10-28 23:26:57Z.534,0x8a0711,LNI610,-6.09343,106.79945,5025,1742,320,15,448
2018-10-28 23:26:57Z.718,0x8a0711,LNI610,-6.09271,106.79975,5025,1742,320,15,576
2018-10-28 23:26:59Z.618,0x8a0711,LNI610,-6.08857,106.80136,5125,1742,319,19,832
2018-10-28 23:27:00Z.038,0x8a0711,LNI610,-6.08806,106.80155,5100,1742,318,20,768
2018-10-28 23:27:00Z.118,0x8a0711,LNI610  ,-6.08857,106.80136,5125,1742,319,20,832
2018-10-28 23:27:00Z.320,0x8a0711,LNI610,-6.08806,106.80155,5100,1742,319,19,832
2018-10-28 23:27:00Z.638,0x8a0711,LNI610,-6.08857,106.80136,5125,1742,319,19,832
2018-10-28 23:27:02Z.414,0x8a0711,LNI610,-6.08496,106.80303,5150,1742,317,23,576
2018-10-28 23:27:02Z.488,0x8a0711,LNI610,-6.08496,106.80303,5150,1742,317,23,576
2018-10-28 23:27:02Z.984,0x8a0711,LNI610,-6.08428,106.80335,5150,1742,317,24,448
2018-10-28 23:27:04Z.260,0x8a0711,LNI610,-6.08428,106.80335,5150,1742,317,23,512
2018-10-28 23:27:05Z.176,0x8a0711,LNI610  ,-6.08221,106.80447,5175,1742,318,26,128
2018-10-28 23:27:06Z.356,0x8a0711,LNI610,-6.08033,106.80558,5150,1742,317,26,-128
2018-10-28 23:27:06Z.584,0x8a0711,LNI610,-6.08084,106.80529,5150,1742,317,26,-64
2018-10-28 23:27:06Z.592,0x8a0711,LNI610,-6.08033,106.80558,5150,1742,316,28,-256
2018-10-28 23:27:08Z.560,0x8a0711,LNI610,-6.07721,106.80762,5075,1742,317,30,-256
2018-10-28 23:27:09Z.030,0x8a0711,LNI610,-6.07658,106.80801,5075,1742,317,32,0
2018-10-28 23:27:09Z.570,0x8a0711,LNI610,-6.07658,106.80801,5075,1742,317,32,0
2018-10-28 23:27:10Z.161,0x8a0711,LNI610  ,-6.0759,106.80857,5100,1742,317,32,192
2018-10-28 23:27:10Z.286,0x8a0711,LNI610,-6.07658,106.80801,5075,1742,317,32,0
2018-10-28 23:27:12Z.640,0x8a0711,LNI610,-6.07297,106.81081,5150,1742,318,36,960
2018-10-28 23:27:14Z.104,0x8a0711,LNI610,-6.07137,106.81211,5175,1742,317,37,1152
2018-10-28 23:27:14Z.396,0x8a0711,LNI610,-6.07297,106.81081,5150,1742,318,36,960
2018-10-28 23:27:14Z.664,0x8a0711,LNI610,-6.07004,106.8132,5200,1742,316,38,1216
2018-10-28 23:27:14Z.856,0x8a0711,LNI610,-6.11873,106.79445,5175,1742,318,36,960
2018-10-28 23:27:15Z.143,0x8a0711,LNI610  ,-6.07004,106.8132,5200,1742,317,38,1280
2018-10-28 23:27:15Z.720,0x8a0711,LNI610,-6.07004,106.8132,5200,1742,316,38,1280
2018-10-28 23:27:15Z.988,0x8a0711,LNI610,-6.07004,106.8132,5200,1742,316,38,1280
2018-10-28 23:27:18Z.108,0x8a0711,LNI610,-6.06619,106.81635,5375,1742,313,39,896
2018-10-28 23:27:19Z.772,0x8a0711,LNI610,-6.06441,106.81779,5325,1742,314,39,1216
2018-10-28 23:27:20Z.164,0x8a0711,LNI610  ,-6.06441,106.81779,5325,1742,313,39,384
2018-10-28 23:27:20Z.386,0x8a0711,LNI610,-6.06619,106.81635,5375,1742,314,39,1088
2018-10-28 23:27:20Z.682,0x8a0711,LNI610,-6.06376,106.81837,5325,1742,311,39,320
2018-10-28 23:27:21Z.608,0x8a0711,LNI610,-6.11873,106.79445,5325,1742,316,38,1344
2018-10-28 23:27:21Z.960,0x8a0711,LNI610,-6.06329,106.81874,5350,1742,311,39,320
2018-10-28 23:27:22Z.248,0x8a0711,LNI610,-6.06264,106.81926,5325,1742,311,39,128
2018-10-28 23:27:23Z.640,0x8a0711,LNI610,-6.06068,106.82097,5300,1742,311,39,0
2018-10-28 23:27:24Z.142,0x8a0711,LNI610,-6.05952,106.82201,5275,1742,309,40,320
2018-10-28 23:27:24Z.148,0x8a0711,LNI610,-6.05952,106.82201,5275,1742,309,40,320
2018-10-28 23:27:24Z.428,0x8a0711,LNI610,-6.05952,106.82201,5275,1742,310,40,192
2018-10-28 23:27:25Z.166,0x8a0711,LNI610  ,-6.0591,106.82244,5300,1742,310,41,384
2018-10-28 23:27:25Z.916,0x8a0711,LNI610,-6.06006,106.82156,5275,1742,310,40,128
2018-10-28 23:27:27Z.092,0x8a0711,LNI610,-6.05645,106.82485,5375,1742,309,42,768
2018-10-28 23:27:28Z.028,0x8a0711,LNI610,-6.05553,106.82574,5375,1742,309,42,640
2018-10-28 23:27:28Z.198,0x8a0711,LNI610,-6.05553,106.82574,5375,1742,309,42,640
2018-10-28 23:27:28Z.374,0x8a0711,LNI610,-6.05645,106.82485,5375,1742,309,42,768
2018-10-28 23:27:28Z.670,0x8a0711,LNI610,-6.05553,106.82574,5375,1742,309,42,640
2018-10-28 23:27:29Z.518,0x8a0711,LNI610,-6.05403,106.82722,5400,1742,307,43,576
2018-10-28 23:27:30Z.162,0x8a0711,LNI610  ,-6.05403,106.82722,5400,1742,307,43,128
2018-10-28 23:27:30Z.532,0x8a0711,LNI610,-6.05351,106.82771,5375,1742,306,43,64
2018-10-28 23:27:30Z.814,0x8a0711,LNI610,-6.05403,106.82722,5400,1742,307,43,128
2018-10-28 23:27:32Z.724,0x8a0711,LNI610,-6.05077,106.83041,5375,1742,305,44,-384
2018-10-28 23:27:33Z.182,0x8a0711,LNI610,-6.05128,106.82992,5400,1742,306,44,-64
2018-10-28 23:27:34Z.206,0x8a0711,LNI610,-6.04926,106.83189,5400,1742,305,44,-384
2018-10-28 23:27:35Z.024,0x8a0711,LNI610,-6.05077,106.83041,5375,1742,305,44,-384
2018-10-28 23:27:35Z.180,0x8a0711,LNI610,-6.04926,106.83189,5400,1742,305,44,-384
2018-10-28 23:27:35Z.666,0x8a0711,LNI610,-6.04774,106.83342,5325,1742,305,44,-704
2018-10-28 23:27:35Z.773,0x8a0711,LNI610  ,-6.04872,106.83243,5375,1742,305,44,-1024
2018-10-28 23:27:36Z.788,0x8a0711,LNI610,-6.04724,106.83389,5325,1742,305,44,-1408
2018-10-28 23:27:36Z.988,0x8a0711,LNI610,-6.04774,106.83342,5325,1742,305,44,-1216
2018-10-28 23:27:38Z.082,0x8a0711,LNI610,-6.04573,106.83543,5225,1742,307,43,128
2018-10-28 23:27:38Z.338,0x8a0711,LNI610,-6.04614,106.83506,5250,1742,305,44,-704
2018-10-28 23:27:39Z.230,0x8a0711,LNI610,-6.04411,106.83707,5150,1742,306,45,-1088
2018-10-28 23:27:40Z.060,0x8a0711,LNI610,-6.04472,106.83646,5200,1742,306,45,-1408
2018-10-28 23:27:40Z.235,0x8a0711,LNI610  ,-6.04374,106.83749,5150,1742,308,46,-896
2018-10-28 23:27:42Z.740,0x8a0711,LNI610,-6.04111,106.84013,5200,1742,309,45,-384
2018-10-28 23:27:44Z.506,0x8a0711,LNI610,-6.04111,106.84013,5200,1742,309,45,-384
2018-10-28 23:27:45Z.118,0x8a0711,LNI610  ,-6.03868,106.8426,5175,1742,309,45,-128
2018-10-28 23:27:45Z.174,0x8a0711,LNI610,-6.03827,106.84302,5175,1742,309,45,-128
2018-10-28 23:27:46Z.186,0x8a0711,LNI610,-6.03827,106.84302,5175,1742,309,45,-128
2018-10-28 23:27:47Z.466,0x8a0711,LNI610,-6.03827,106.84302,5175,1742,309,45,-128
2018-10-28 23:27:48Z.266,0x8a0711,LNI610,-6.03516,106.84618,5175,1742,307,45,-192
2018-10-28 23:27:48Z.724,0x8a0711,LNI610,-6.03466,106.84668,5175,1742,309,45,-128
2018-10-28 23:27:49Z.464,0x8a0711,LNI610,-6.03616,106.84516,5175,1742,308,45,-128
2018-10-28 23:27:50Z.282,0x8a0711,LNI610  ,-6.03359,106.84782,5175,1742,308,45,-320
2018-10-28 23:27:51Z.034,0x8a0711,LNI610,-6.03268,106.8487,5175,1742,307,45,-320
2018-10-28 23:27:51Z.190,0x8a0711,LNI610,-6.03215,106.84924,5150,1742,306,45,-448
2018-10-28 23:27:53Z.960,0x8a0711,LNI610,-6.03177,106.84962,5150,1742,306,45,-448
2018-10-28 23:27:54Z.656,0x8a0711,LNI610,-6.02926,106.85217,5125,1742,307,45,-128
2018-10-28 23:27:55Z.098,0x8a0711,LNI610,-6.02834,106.85307,5150,1742,307,45,-320
2018-10-28 23:27:55Z.168,0x8a0711,LNI610  ,-6.02884,106.8526,5125,1742,308,45,-64
2018-10-28 23:27:57Z.246,0x8a0711,LNI610,-6.02614,106.8553,5125,1742,307,45,64
2018-10-28 23:28:00Z.140,0x8a0711,LNI610,-6.02325,106.85824,5150,1742,306,45,128
2018-10-28 23:28:00Z.178,0x8a0711,LNI610  ,-6.02363,106.85786,5150,1742,307,45,192
2018-10-28 23:28:03Z.300,0x8a0711,LNI610,-6.02005,106.86145,5150,1742,304,45,128
2018-10-28 23:28:03Z.564,0x8a0711,LNI610,-6.02005,106.86145,5150,1742,305,45,128
2018-10-28 23:28:03Z.806,0x8a0711,LNI610,-6.02005,106.86145,5150,1742,307,45,-320
2018-10-28 23:28:03Z.806,0x8a0711,LNI610,-6.02005,106.86145,5150,1742,307,45,-320
2018-10-28 23:28:05Z.164,0x8a0711,LNI610  ,-6.01874,106.86274,5150,1742,305,45,64
2018-10-28 23:28:05Z.984,0x8a0711,LNI610,-6.01964,106.86187,5150,1742,304,45,128
2018-10-28 23:28:06Z.612,0x8a0711,LNI610,-6.01725,106.86425,5175,1742,304,45,-128
2018-10-28 23:28:08Z.694,0x8a0711,LNI610,-6.01497,106.86657,5175,1742,304,45,-384
2018-10-28 23:28:08Z.978,0x8a0711,LNI610,-6.01436,106.86714,5175,1742,304,45,-832
2018-10-28 23:28:09Z.590,0x8a0711,LNI610,-6.01497,106.86657,5175,1742,304,45,-384
2018-10-28 23:28:10Z.149,0x8a0711,LNI610  ,-6.01346,106.86806,5150,1742,304,45,-960
2018-10-28 23:28:11Z.750,0x8a0711,LNI610,-6.01297,106.86856,5125,1742,304,45,-384
2018-10-28 23:28:11Z.906,0x8a0711,LNI610,-6.01148,106.87007,5050,1742,304,45,-1344
2018-10-28 23:28:12Z.832,0x8a0711,LNI610,-6.01148,106.87007,5050,1742,304,45,-1344
2018-10-28 23:28:15Z.179,0x8a0711,LNI610  ,-6.0087,106.87295,4950,1742,306,46,-320
2018-10-28 23:28:15Z.358,0x8a0711,LNI610,-6.0087,106.87296,4950,1742,305,45,-576
2018-10-28 23:28:15Z.692,0x8a0711,LNI610,-6.00817,106.87344,4975,1742,306,45,-192
2018-10-28 23:28:15Z.718,0x8a0711,LNI610,-6.0087,106.87296,4950,1742,306,45,-320
2018-10-28 23:28:18Z.164,0x8a0711,LNI610,-6.00522,106.87649,5025,1742,306,45,576
2018-10-28 23:28:18Z.186,0x8a0711,LNI610,-6.0057,106.87599,5025,1742,306,45,512
2018-10-28 23:28:19Z.992,0x8a0711,LNI610,-6.0057,106.87599,5025,1742,304,45,-384
2018-10-28 23:28:20Z.026,0x8a0711,LNI610,-6.00385,106.87788,5075,1742,305,45,640
2018-10-28 23:28:20Z.166,0x8a0711,LNI610  ,-6.00385,106.87789,5075,1742,306,46,576
2018-10-28 23:28:20Z.516,0x8a0711,LNI610,-6.00296,106.87884,5050,1742,304,45,512
2018-10-28 23:28:21Z.832,0x8a0711,LNI610,-6.00296,106.87884,5050,1742,304,45,512
2018-10-28 23:28:22Z.102,0x8a0711,LNI610,-6.00247,106.87933,5025,1742,304,46,576
2018-10-28 23:28:23Z.886,0x8a0711,LNI610,-6.00016,106.88177,5075,1742,304,45,512
2018-10-28 23:28:24Z.312,0x8a0711,LNI610,-5.99922,106.88277,5100,1742,302,46,832
2018-10-28 23:28:24Z.692,0x8a0711,LNI610,-6.00016,106.88177,5075,1742,302,46,768
2018-10-28 23:28:25Z.383,0x8a0711,LNI610  ,-5.99872,106.88329,5100,1742,301,47,896
2018-10-28 23:28:26Z.212,0x8a0711,LNI610,-5.99922,106.88277,5100,1742,302,46,768
2018-10-28 23:28:27Z.104,0x8a0711,LNI610,-5.99675,106.88543,5100,1742,299,46,1152
2018-10-28 23:28:27Z.770,0x8a0711,LNI610,-5.99723,106.8849,5100,1742,300,46,960
2018-10-28 23:28:29Z.762,0x8a0711,LNI610,-5.99423,106.88818,5225,1742,298,47,1536
2018-10-28 23:28:30Z.180,0x8a0711,LNI610  ,-5.99423,106.88817,5225,1742,296,47,1216
2018-10-28 23:28:30Z.302,0x8a0711,LNI610,-5.99369,106.88878,5275,1742,296,47,1536
2018-10-28 23:28:31Z.562,0x8a0711,LNI610,-5.99313,106.88935,5300,1742,295,47,1408
2018-10-28 23:28:32Z.000,0x8a0711,LNI610,-5.99423,106.88818,5225,1742,298,47,1536
2018-10-28 23:28:33Z.168,0x8a0711,LNI610,-5.99113,106.89157,5350,1742,293,47,1088
2018-10-28 23:28:33Z.270,0x8a0711,LNI610,-5.99151,106.8912,5275,1742,293,47,1152
2018-10-28 23:28:33Z.608,0x8a0711,LNI610,-5.99057,106.89218,5375,1742,293,47,1088
2018-10-28 23:28:33Z.972,0x8a0711,LNI610,-5.99151,106.8912,5275,1742,293,47,1152
2018-10-28 23:28:33Z.986,0x8a0711,LNI610,-5.99151,106.8912,5275,1742,293,47,1152
2018-10-28 23:28:33Z.986,0x8a0711,LNI610,-5.99151,106.8912,5275,1742,293,47,1152
2018-10-28 23:28:35Z.758,0x8a0711,LNI610  ,-5.99057,106.89218,5375,1742,293,48,1024
2018-10-28 23:28:36Z.182,0x8a0711,LNI610,-6.02005,106.86145,5350,1742,303,45,-576
2018-10-28 23:28:36Z.234,0x8a0711,LNI610,-5.98825,106.89479,5350,1742,290,48,256
2018-10-28 23:28:36Z.634,0x8a0711,LNI610,-5.98885,106.89408,5375,1742,291,47,512
2018-10-28 23:28:37Z.688,0x8a0711,LNI610,-5.98699,106.89616,5300,1742,292,47,832
2018-10-28 23:28:37Z.810,0x8a0711,LNI610,-6.02005,106.86145,5350,1742,290,48,-64
2018-10-28 23:28:39Z.234,0x8a0711,LNI610,-5.98553,106.89781,5350,1742,289,47,-128
2018-10-28 23:28:40Z.164,0x8a0711,LNI610  ,-5.98553,106.89781,5350,1742,290,48,-128
2018-10-28 23:28:41Z.886,0x8a0711,LNI610,-5.98382,106.89967,5300,1742,289,47,-128
2018-10-28 23:28:42Z.244,0x8a0711,LNI610,-5.98289,106.90067,5275,1742,290,47,-128
2018-10-28 23:28:42Z.350,0x8a0711,LNI610,-6.02005,106.86145,5350,1742,290,48,-64
2018-10-28 23:28:45Z.193,0x8a0711,LNI610  ,-5.98055,106.90326,5325,1742,289,47,128
2018-10-28 23:28:45Z.338,0x8a0711,LNI610,-5.98005,106.90375,5325,1742,289,47,64
2018-10-28 23:28:45Z.762,0x8a0711,LNI610,-5.98055,106.90326,5325,1742,290,47,128
2018-10-28 23:28:47Z.052,0x8a0711,LNI610,-5.97858,106.9053,5300,1742,288,46,0
2018-10-28 23:28:48Z.532,0x8a0711,LNI610,-5.97759,106.90635,5325,1742,288,46,64
2018-10-28 23:28:48Z.814,0x8a0711,LNI610,-5.97759,106.90635,5325,1742,289,46,64
2018-10-28 23:28:50Z.116,0x8a0711,LNI610  ,-5.976,106.90801,5350,1742,288,46,-256
2018-10-28 23:28:50Z.288,0x8a0711,LNI610,-6.02005,106.86145,5350,1742,290,48,-64
2018-10-28 23:28:51Z.158,0x8a0711,LNI610,-5.9745,106.90954,5325,1742,288,46,-512
2018-10-28 23:28:51Z.208,0x8a0711,LNI610,-5.9745,106.90954,5325,1742,288,46,-640
2018-10-28 23:28:53Z.184,0x8a0711,LNI610,-5.97336,106.91071,5275,1742,287,45,-704
2018-10-28 23:28:54Z.174,0x8a0711,LNI610,-5.97189,106.91224,5250,1742,288,45,-640
2018-10-28 23:28:54Z.262,0x8a0711,LNI610,-5.97233,106.91175,5250,1742,288,45,-704
2018-10-28 23:28:55Z.601,0x8a0711,LNI610  ,-5.9713,106.91279,5250,1742,289,46,-640
2018-10-28 23:28:57Z.056,0x8a0711,LNI610,-5.96915,106.91499,5250,1742,289,45,-320
2018-10-28 23:28:58Z.042,0x8a0711,LNI610,-5.96915,106.91499,5250,1742,289,45,-320
2018-10-28 23:29:00Z.028,0x8a0711,LNI610,-5.96631,106.91788,5225,1742,289,45,-576
2018-10-28 23:29:00Z.161,0x8a0711,LNI610  ,-5.96631,106.91787,5225,1742,289,45,-576
2018-10-28 23:29:00Z.994,0x8a0711,LNI610,-5.96631,106.91788,5225,1742,289,45,-576
2018-10-28 23:29:02Z.294,0x8a0711,LNI610,-5.96411,106.92011,5200,1742,289,45,-576
2018-10-28 23:29:03Z.126,0x8a0711,LNI610,-5.96367,106.92056,5150,1742,289,45,-576
2018-10-28 23:29:04Z.236,0x8a0711,LNI610,-5.96329,106.92094,5075,1742,289,45,-512
2018-10-28 23:29:05Z.207,0x8a0711,LNI610  ,-5.96195,106.92231,5325,1742,290,45,-192
2018-10-28 23:29:05Z.466,0x8a0711,LNI610,-6.02005,106.86145,5350,1742,290,48,-64
2018-10-28 23:29:05Z.616,0x8a0711,LNI610,-5.99151,106.8912,5250,1742,290,45,-640
2018-10-28 23:29:06Z.574,0x8a0711,LNI610,-5.9605,106.92373,5200,1742,291,45,-1024
2018-10-28 23:29:07Z.054,0x8a0711,LNI610,-5.9605,106.92373,5200,1742,290,45,-832
2018-10-28 23:29:07Z.514,0x8a0711,LNI610,-6.02005,106.86145,5225,1742,290,48,-64
2018-10-28 23:29:09Z.792,0x8a0711,LNI610,-5.99151,106.8912,5225,1742,291,45,-1024
2018-10-28 23:29:09Z.838,0x8a0711,LNI610,-5.95776,106.92657,5125,1742,293,45,-1664
2018-10-28 23:29:10Z.036,0x8a0711,LNI610,-5.95776,106.92657,5125,1742,292,45,-1600
2018-10-28 23:29:10Z.163,0x8a0711,LNI610  ,-5.95715,106.92714,5075,1742,293,45,-1344
2018-10-28 23:29:10Z.926,0x8a0711,LNI610,-5.95715,106.92714,5075,1742,291,45,-1024
2018-10-28 23:29:12Z.374,0x8a0711,LNI610,-5.95482,106.92965,4975,1742,296,46,-1536
2018-10-28 23:29:12Z.844,0x8a0711,LNI610,-5.95528,106.92918,4975,1742,294,45,-1792
2018-10-28 23:29:13Z.056,0x8a0711,LNI610,-5.95482,106.92965,4975,1742,294,45,-1856
2018-10-28 23:29:14Z.880,0x8a0711,LNI610,-5.95226,106.93263,4925,1742,298,47,-1408
2018-10-28 23:29:15Z.183,0x8a0711,LNI610  ,-5.95226,106.93263,4925,1742,299,48,-1408
2018-10-28 23:29:15Z.836,0x8a0711,LNI610,-5.95189,106.93305,4950,1742,298,48,-1344
2018-10-28 23:29:15Z.860,0x8a0711,LNI610,-6.02005,106.86145,4900,1742,292,45,-1408
2018-10-28 23:29:18Z.546,0x8a0711,LNI610,-5.9496,106.93603,4850,1742,300,51,-1408
2018-10-28 23:29:20Z.161,0x8a0711,LNI610  ,-5.9484,106.93779,4775,1742,300,53,-1344
2018-10-28 23:29:20Z.490,0x8a0711,LNI610,-5.94768,106.93896,4800,1742,300,54,-1216
2018-10-28 23:29:22Z.080,0x8a0711,LNI610,-5.94717,106.93966,4775,1742,301,55,-1216
2018-10-28 23:29:22Z.360,0x8a0711,LNI610,-6.02005,106.86145,4800,1742,292,45,-1408
2018-10-28 23:29:24Z.288,0x8a0711,LNI610,-5.94566,106.94236,4800,1742,302,58,-1536
2018-10-28 23:29:24Z.864,0x8a0711,LNI610,-5.94493,106.94371,4750,1742,302,59,-2176
2018-10-28 23:29:25Z.205,0x8a0711,LNI610  ,-5.94566,106.94236,4800,1742,303,59,-1792
2018-10-28 23:29:27Z.114,0x8a0711,LNI610,-5.94319,106.94692,4600,1742,303,60,-2688
2018-10-28 23:29:27Z.602,0x8a0711,LNI610,-5.94319,106.94692,4600,1742,304,61,-2752
2018-10-28 23:29:30Z.161,0x8a0711,LNI610  ,-5.94146,106.95025,4425,1742,306,62,-1664
2018-10-28 23:29:30Z.190,0x8a0711,LNI610,-5.94104,106.951,4400,1742,308,62,-1344
2018-10-28 23:29:31Z.584,0x8a0711,LNI610,-5.94008,106.95279,4400,1742,309,62,-832
2018-10-28 23:29:33Z.686,0x8a0711,LNI610,-5.93909,106.9547,4425,1742,310,62,320
2018-10-28 23:29:35Z.161,0x8a0711,LNI610  ,-5.93806,106.95659,4500,1742,310,62,640
2018-10-28 23:29:36Z.204,0x8a0711,LNI610,-5.9371,106.95847,4525,1742,308,62,448
2018-10-28 23:29:36Z.760,0x8a0711,LNI610,-5.93669,106.95926,4525,1742,308,62,448
2018-10-28 23:29:39Z.638,0x8a0711,LNI610,-5.93508,106.96227,4550,1742,307,62,384
2018-10-28 23:29:40Z.193,0x8a0711,LNI610  ,-5.93578,106.961,4550,1742,310,62,576
2018-10-28 23:29:41Z.756,0x8a0711,LNI610,-5.95715,106.92714,4575,1742,307,62,448
2018-10-28 23:29:42Z.028,0x8a0711,LNI610,-5.93318,106.96597,4550,1742,308,62,256
2018-10-28 23:29:45Z.159,0x8a0711,LNI610  ,-5.93138,106.96927,4550,1742,310,62,704
2018-10-28 23:29:46Z.066,0x8a0711,LNI610,-5.93111,106.96978,4550,1742,310,61,832
2018-10-28 23:29:48Z.596,0x8a0711,LNI610,-5.92896,106.97374,4625,1742,311,61,1472
2018-10-28 23:29:50Z.159,0x8a0711,LNI610  ,-5.92822,106.97499,4650,1742,312,61,1728
2018-10-28 23:29:51Z.052,0x8a0711,LNI610,-5.92689,106.97738,4725,1742,311,61,1920
2018-10-28 23:29:53Z.336,0x8a0711,LNI610,-5.92552,106.97993,4775,1742,311,61,2112
2018-10-28 23:29:54Z.074,0x8a0711,LNI610,-5.92474,106.98128,4825,1742,310,60,2176
2018-10-28 23:29:55Z.178,0x8a0711,LNI610  ,-5.92552,106.97993,4775,1742,311,61,2112
2018-10-28 23:29:56Z.838,0x8a0711,LNI610,-5.95528,106.92918,4900,1742,309,60,2112
2018-10-28 23:29:57Z.914,0x8a0711,LNI610,-5.92219,106.98543,4975,1742,308,59,1920
2018-10-28 23:29:58Z.910,0x8a0711,LNI610,-5.92219,106.98543,4975,1742,308,59,1920
2018-10-28 23:30:00Z.175,0x8a0711,LNI610  ,-5.92033,106.98832,5050,1742,308,58,1472
2018-10-28 23:30:00Z.312,0x8a0711,LNI610,-5.91991,106.98894,5050,1742,307,57,1152
2018-10-28 23:30:04Z.110,0x8a0711,LNI610,-5.91751,106.9925,5125,1742,308,55,576
2018-10-28 23:30:04Z.360,0x8a0711,LNI610,-5.91751,106.9925,5125,1742,308,55,576
2018-10-28 23:30:05Z.161,0x8a0711,LNI610  ,-5.9192,106.98998,5050,1742,308,57,1152
2018-10-28 23:30:06Z.652,0x8a0711,LNI610,-5.91525,106.9957,5075,1742,310,55,512
2018-10-28 23:30:08Z.502,0x8a0711,LNI610,-5.91325,106.99855,5100,1742,311,55,512
2018-10-28 23:30:08Z.766,0x8a0711,LNI610,-5.91362,106.99809,5100,1742,311,55,576
2018-10-28 23:30:09Z.116,0x8a0711,LNI610,-5.93669,106.95926,5125,1742,308,56,1088
2018-10-28 23:30:10Z.151,0x8a0711,LNI610  ,-5.91362,106.99808,5100,1742,312,55,576
2018-10-28 23:30:11Z.990,0x8a0711,LNI610,-5.91028,107.00274,5100,1742,314,54,384
2018-10-28 23:30:13Z.540,0x8a0711,LNI610,-5.94566,106.94236,5100,1742,314,54,384
2018-10-28 23:30:13Z.866,0x8a0711,LNI610,-5.909,107.00451,5075,1742,315,54,640
2018-10-28 23:30:13Z.880,0x8a0711,LNI610,-5.909,107.00451,5075,1742,315,54,640
2018-10-28 23:30:15Z.141,0x8a0711,LNI610  ,-5.90849,107.00521,5100,1742,315,55,640
2018-10-28 23:30:15Z.846,0x8a0711,LNI610,-5.90744,107.00665,5175,1742,316,54,896
2018-10-28 23:30:16Z.326,0x8a0711,LNI610,-5.90744,107.00665,5175,1742,316,54,896
2018-10-28 23:30:18Z.552,0x8a0711,LNI610,-5.90469,107.01048,5175,1742,317,54,832
2018-10-28 23:30:20Z.220,0x8a0711,LNI610  ,-5.90369,107.01177,5200,1742,318,54,960
2018-10-28 23:30:21Z.610,0x8a0711,LNI610,-5.90222,107.01382,5250,1742,318,53,768
2018-10-28 23:30:21Z.788,0x8a0711,LNI610,-5.90222,107.01382,5250,1742,318,53,832
2018-10-28 23:30:24Z.218,0x8a0711,LNI610,-5.89975,107.01716,5300,1742,318,53,-512
2018-10-28 23:30:24Z.632,0x8a0711,LNI610,-5.89975,107.01716,5300,1742,318,53,-256
2018-10-28 23:30:24Z.904,0x8a0711,LNI610,-5.95528,106.92918,4900,1742,308,59,1920
2018-10-28 23:30:25Z.149,0x8a0711,LNI610  ,-5.89919,107.01787,5275,1742,319,53,-768
2018-10-28 23:30:27Z.160,0x8a0711,LNI610,-5.897,107.0209,5175,1742,322,53,-1536
2018-10-28 23:30:27Z.876,0x8a0711,LNI610,-5.95528,106.92918,5250,1742,319,53,-1024
2018-10-28 23:30:27Z.958,0x8a0711,LNI610,-5.897,107.0209,5175,1742,322,53,-1536
2018-10-28 23:30:28Z.210,0x8a0711,LNI610,-5.89612,107.02213,5125,1742,322,53,-1664
2018-10-28 23:30:28Z.210,0x8a0711,LNI610,-5.89612,107.02213,5125,1742,322,53,-1664
2018-10-28 23:30:30Z.428,0x8a0711,LNI610,-5.89449,107.02457,4950,1742,327,54,-1280
2018-10-28 23:30:30Z.524,0x8a0711,LNI610  ,-5.89806,107.01945,5225,1742,320,54,-1024
2018-10-28 23:30:33Z.516,0x8a0711,LNI610,-5.89165,107.02899,5000,1742,332,56,128
2018-10-28 23:30:36Z.014,0x8a0711,LNI610,-5.88991,107.03193,5025,1742,333,57,1088
2018-10-28 23:30:39Z.424,0x8a0711,LNI610,-5.88702,107.03719,5225,1742,333,60,1792
2018-10-28 23:30:40Z.144,0x8a0711,LNI610  ,-5.88765,107.03596,5200,1742,334,61,1792
2018-10-28 23:30:42Z.566,0x8a0711,LNI610,-5.88518,107.0407,5325,1742,328,62,1536
2018-10-28 23:30:44Z.544,0x8a0711,LNI610,-5.8835,107.04427,5400,1742,326,63,704
2018-10-28 23:30:45Z.130,0x8a0711,LNI610  ,-5.8835,107.04426,5400,1742,334,61,1792
2018-10-28 23:30:45Z.718,0x8a0711,LNI610,-5.88295,107.04548,5325,1742,326,63,512
2018-10-28 23:30:46Z.734,0x8a0711,LNI610,-5.88225,107.04699,5350,1742,325,64,384
